ID,name_of_politician,verified,severity_of_harassment,type_of_account
3532,Laurel Collins,No,Questioning Authority,Personal
3533,Laurel Collins,No,Name-calling/Gender insults,Anonymous
3534,Laurel Collins,No,Name-calling/Gender insults,Spammers
3535,Laurel Collins,No,Questioning Authority,Personal
3536,Laurel Collins,No,Name-calling/Gender insults,Anonymous
3537,Laurel Collins,No,Questioning Authority,Personal
3538,Laurel Collins,No,Neutral,Personal
3539,Laurel Collins,No,Questioning Authority,Anonymous
3540,Laurel Collins,No,Questioning Authority,Spammers
3541,Laurel Collins,No,Neutral,Anonymous
3542,Laurel Collins,Yes,Questioning Authority,Personal
3543,Laurel Collins,No,Neutral,Personal
3544,Laurel Collins,No,Questioning Authority,Anonymous
3545,Laurel Collins,No,Questioning Authority,Spammers
3546,Laurel Collins,No,Questioning Authority,Anonymous
3547,Laurel Collins,No,Questioning Authority,Anonymous
3548,Laurel Collins,No,Questioning Authority,Anonymous
3549,Laurel Collins,No,Questioning Authority,Personal
3550,Laurel Collins,No,Neutral,Personal
3551,Laurel Collins,No,Questioning Authority,Anonymous
3552,Laurel Collins,No,Questioning Authority,Spammers
3553,Laurel Collins,No,Questioning Authority,Spammers
3554,Laurel Collins,No,Questioning Authority,Spammers
3555,Laurel Collins,No,Questioning Authority,Anonymous
3556,Laurel Collins,No,Questioning Authority,Personal
3557,Laurel Collins,No,Questioning Authority,Spammers
3558,Laurel Collins,No,Questioning Authority,Anonymous
3559,Laurel Collins,No,Neutral,Spammers
3560,Laurel Collins,No,Questioning Authority,Personal
3561,Laurel Collins,No,Questioning Authority,Anonymous
3562,Laurel Collins,No,Questioning Authority,Personal
3563,Laurel Collins,No,Questioning Authority,Personal
3564,Laurel Collins,No,Questioning Authority,Personal
3565,Laurel Collins,No,Questioning Authority,Personal
3566,Laurel Collins,No,Questioning Authority,Anonymous
3567,Laurel Collins,No,Questioning Authority,Personal
3568,Laurel Collins,No,Questioning Authority,Spammers
3569,Laurel Collins,No,Questioning Authority,Professional
3570,Laurel Collins,No,Questioning Authority,Personal
3571,Laurel Collins,No,Questioning Authority,Spammers
3572,Laurel Collins,No,Questioning Authority,Anonymous
3573,Laurel Collins,No,Questioning Authority,Anonymous
3574,Laurel Collins,No,Questioning Authority,Personal
3575,Laurel Collins,No,Questioning Authority,Anonymous
3576,Laurel Collins,No,Name-calling/Gender insults,Anonymous
3577,Laurel Collins,No,Questioning Authority,Personal
3578,Laurel Collins,No,Name-calling/Gender insults,Spammers
3579,Laurel Collins,No,Questioning Authority,Spammers
3580,Laurel Collins,No,Questioning Authority,Personal
3581,Laurel Collins,No,Questioning Authority,Personal
3582,Laurel Collins,No,Questioning Authority,Personal
3583,Laurel Collins,No,Questioning Authority,Personal
3584,Laurel Collins,No,Questioning Authority,Anonymous
3585,Laurel Collins,No,Questioning Authority,Personal
3586,Laurel Collins,No,Questioning Authority,Spammers
3587,Laurel Collins,No,Questioning Authority,Spammers
3588,Laurel Collins,No,Name-calling/Gender insults,Spammers
3589,Laurel Collins,No,Questioning Authority,Spammers
3590,Laurel Collins,No,Questioning Authority,Spammers
3591,Laurel Collins,No,Questioning Authority,Personal
3592,Laurel Collins,No,Questioning Authority,Personal
3593,Laurel Collins,No,Questioning Authority,Personal
3594,Laurel Collins,No,Questioning Authority,Spammers
3595,Laurel Collins,No,Questioning Authority,Personal
3596,Laurel Collins,No,Questioning Authority,Spammers
3597,Laurel Collins,No,Name-calling/Gender insults,Personal
3598,Laurel Collins,No,Questioning Authority,Spammers
3599,Laurel Collins,No,Neutral,Anonymous
3600,Laurel Collins,No,Questioning Authority,Personal
3601,Laurel Collins,No,Questioning Authority,Spammers
3602,Laurel Collins,No,Questioning Authority,Anonymous
3603,Laurel Collins,No,Questioning Authority,Personal
3604,Laurel Collins,No,Questioning Authority,Personal
3605,Laurel Collins,No,Vicious language,Spammers
3606,Laurel Collins,No,Name-calling/Gender insults,Spammers
3607,Laurel Collins,No,Questioning Authority,Personal
3608,Laurel Collins,No,Name-calling/Gender insults,Spammers
3609,Laurel Collins,No,Questioning Authority,Personal
3610,Laurel Collins,No,Questioning Authority,Anonymous
3611,Laurel Collins,No,Questioning Authority,Spammers
3612,Laurel Collins,No,Questioning Authority,Spammers
3613,Laurel Collins,No,Questioning Authority,Spammers
3614,Laurel Collins,No,Questioning Authority,Spammers
3615,Laurel Collins,No,Questioning Authority,Spammers
3616,Laurel Collins,No,Vicious language,Anonymous
3617,Laurel Collins,No,Questioning Authority,Personal
3618,Laurel Collins,Yes,Questioning Authority,Personal
3619,Laurel Collins,Yes,Questioning Authority,Spammers
3620,Laurel Collins,Yes,Questioning Authority,Spammers
3621,Laurel Collins,Yes,Questioning Authority,Personal
3622,Laurel Collins,Yes,Questioning Authority,Personal
3623,Laurel Collins,Yes,Questioning Authority,Professional
3624,Laurel Collins,Yes,Questioning Authority,Anonymous
3625,Laurel Collins,Yes,Questioning Authority,Spammers
3626,Laurel Collins,Yes,Questioning Authority,Anonymous
3627,Laurel Collins,Yes,Questioning Authority,Professional
3628,Laurel Collins,Yes,Questioning Authority,Personal
3629,Laurel Collins,Yes,Questioning Authority,Personal
3630,Laurel Collins,Yes,Questioning Authority,Anonymous
3631,Laurel Collins,Yes,Questioning Authority,Personal
3632,Laurel Collins,Yes,Questioning Authority,Spammers
3633,Laurel Collins,Yes,Questioning Authority,Personal
3634,Laurel Collins,Yes,Questioning Authority,Professional
3635,Laurel Collins,No,Questioning Authority,Personal
3636,Laurel Collins,No,Questioning Authority,Spammers
3637,Laurel Collins,No,Positive,Personal
3638,Laurel Collins,No,Questioning Authority,Anonymous
3639,Laurel Collins,No,Neutral,Personal
3640,Laurel Collins,No,Name-calling/Gender insults,Personal
3641,Laurel Collins,No,Questioning Authority,Anonymous
3642,Laurel Collins,No,Questioning Authority,Personal
3643,Laurel Collins,No,Questioning Authority,Spammers
3644,Laurel Collins,No,Positive,Personal
3645,Laurel Collins,No,Neutral,Personal
3646,Laurel Collins,No,Neutral,Anonymous
3647,Laurel Collins,No,Questioning Authority,Anonymous
3648,Laurel Collins,No,Questioning Authority,Anonymous
3649,Laurel Collins,No,Positive,Anonymous
3650,Laurel Collins,No,Positive,Professional
3651,Laurel Collins,No,Neutral,Anonymous
3652,Laurel Collins,No,Questioning Authority,Anonymous
3653,Laurel Collins,No,Questioning Authority,Personal
3654,Laurel Collins,No,Questioning Authority,Anonymous
3655,Laurel Collins,No,Name-calling/Gender insults,Professional
3656,Laurel Collins,No,Questioning Authority,Personal
3657,Laurel Collins,No,Questioning Authority,Spammers
3658,Laurel Collins,No,Questioning Authority,Personal
3659,Laurel Collins,No,Questioning Authority,Personal
3660,Laurel Collins,No,Questioning Authority,Spammers
3661,Laurel Collins,No,Questioning Authority,Anonymous
3662,Laurel Collins,No,Questioning Authority,Spammers
3663,Laurel Collins,No,Questioning Authority,Personal
3664,Laurel Collins,No,Questioning Authority,Spammers
3665,Laurel Collins,No,Name-calling/Gender insults,Spammers
3666,Laurel Collins,No,Questioning Authority,Bots
3667,Laurel Collins,No,Questioning Authority,Anonymous
3668,Laurel Collins,No,Questioning Authority,Spammers
3669,Laurel Collins,No,Questioning Authority,Personal
3670,Laurel Collins,No,Questioning Authority,Personal
3671,Laurel Collins,No,Questioning Authority,Anonymous
3672,Laurel Collins,No,Questioning Authority,Spammers
3673,Laurel Collins,No,Questioning Authority,Spammers
3674,Laurel Collins,No,Questioning Authority,Spammers
3675,Laurel Collins,No,Questioning Authority,Anonymous
3676,Laurel Collins,No,Questioning Authority,Spammers
3677,Laurel Collins,No,Questioning Authority,Personal
3678,Laurel Collins,No,Questioning Authority,Spammers
3679,Laurel Collins,No,Name-calling/Gender insults,Personal
3680,Laurel Collins,No,Questioning Authority,Spammers
3681,Laurel Collins,No,Questioning Authority,Anonymous
3682,Laurel Collins,No,Questioning Authority,Personal
3683,Laurel Collins,No,Questioning Authority,Personal
3684,Laurel Collins,No,Questioning Authority,Personal
3685,Laurel Collins,No,Questioning Authority,Anonymous
3686,Laurel Collins,No,Questioning Authority,Personal
3687,Laurel Collins,No,Questioning Authority,Personal
3688,Laurel Collins,No,Questioning Authority,Anonymous
3689,Laurel Collins,No,Hate speech,Anonymous
3690,Laurel Collins,No,Hate speech,Spammers
3691,Laurel Collins,No,Questioning Authority,Spammers
3692,Laurel Collins,No,Questioning Authority,Personal
3693,Laurel Collins,No,Questioning Authority,Anonymous
3694,Laurel Collins,No,Questioning Authority,Personal
3695,Laurel Collins,No,Questioning Authority,Anonymous
3696,Laurel Collins,No,Questioning Authority,Personal
3697,Laurel Collins,No,Questioning Authority,Personal
3698,Laurel Collins,No,Questioning Authority,Personal
3699,Laurel Collins,No,Name-calling/Gender insults,Anonymous
3700,Laurel Collins,No,Questioning Authority,Spammers
3701,Laurel Collins,No,Questioning Authority,Spammers
3702,Laurel Collins,No,Neutral,Personal
3703,Laurel Collins,No,Questioning Authority,Anonymous
3704,Laurel Collins,No,Questioning Authority,Spammers
3705,Laurel Collins,No,Name-calling/Gender insults,Anonymous
3706,Laurel Collins,No,Questioning Authority,Anonymous
3707,Laurel Collins,No,Questioning Authority,Anonymous
3708,Laurel Collins,No,Questioning Authority,Anonymous
3709,Laurel Collins,No,Questioning Authority,Spammers
3710,Laurel Collins,No,Questioning Authority,Anonymous
3711,Laurel Collins,No,Questioning Authority,Personal
3712,Laurel Collins,No,Questioning Authority,Anonymous
3713,Laurel Collins,No,Questioning Authority,Anonymous
3714,Laurel Collins,No,Questioning Authority,Anonymous
3715,Laurel Collins,No,Questioning Authority,Personal
3716,Laurel Collins,No,Name-calling/Gender insults,Personal
3717,Laurel Collins,No,Name-calling/Gender insults,Personal
3718,Laurel Collins,No,Neutral,Personal
3719,Laurel Collins,No,Name-calling/Gender insults,Personal
3720,Laurel Collins,No,Questioning Authority,Spammers
3721,Laurel Collins,No,Questioning Authority,Suspended/deleted
3722,Laurel Collins,No,Questioning Authority,Anonymous
3723,Laurel Collins,No,Name-calling/Gender insults,Spammers
3724,Laurel Collins,No,Questioning Authority,Anonymous
3725,Laurel Collins,No,Questioning Authority,Anonymous
3726,Laurel Collins,No,Neutral,Personal
3727,Laurel Collins,No,Questioning Authority,Personal
3728,Laurel Collins,No,Neutral,Personal
3729,Laurel Collins,No,Neutral,Personal
3730,Laurel Collins,No,Questioning Authority,Personal
3731,Laurel Collins,No,Positive,Personal
3732,Laurel Collins,No,Neutral,Personal
3733,Laurel Collins,No,Questioning Authority,Personal
3734,Laurel Collins,No,Questioning Authority,Personal
3735,Laurel Collins,No,Name-calling/Gender insults,Personal
3736,Laurel Collins,No,Questioning Authority,Spammers
3737,Laurel Collins,No,Name-calling/Gender insults,Spammers
3738,Laurel Collins,No,Questioning Authority,Personal
3739,Laurel Collins,No,Questioning Authority,Spammers
3740,Laurel Collins,No,Questioning Authority,Spammers
3741,Laurel Collins,No,Questioning Authority,Anonymous
3742,Laurel Collins,No,Name-calling/Gender insults,Personal
3743,Laurel Collins,No,Questioning Authority,Personal
3744,Laurel Collins,No,Name-calling/Gender insults,Personal
3745,Laurel Collins,No,Name-calling/Gender insults,Personal
3746,Laurel Collins,No,Name-calling/Gender insults,Anonymous
3747,Laurel Collins,No,Questioning Authority,Anonymous
3748,Laurel Collins,No,Neutral,Personal
3749,Laurel Collins,No,Questioning Authority,Personal
3750,Laurel Collins,No,Questioning Authority,Spammers
3751,Laurel Collins,No,Questioning Authority,Anonymous
3752,Laurel Collins,No,Questioning Authority,Anonymous
3753,Laurel Collins,No,Questioning Authority,Anonymous
3754,Laurel Collins,No,Name-calling/Gender insults,Anonymous
3755,Laurel Collins,No,Questioning Authority,Spammers
3756,Laurel Collins,No,Questioning Authority,Spammers
3757,Laurel Collins,No,Questioning Authority,Spammers
3758,Laurel Collins,No,Vicious language,Anonymous
3759,Laurel Collins,Yes,Questioning Authority,Spammers
3760,Laurel Collins,Yes,Questioning Authority,Spammers
3761,Laurel Collins,No,Questioning Authority,Spammers
3762,Laurel Collins,Yes,Questioning Authority,Spammers
3763,Laurel Collins,No,Questioning Authority,Spammers
3764,Laurel Collins,No,Questioning Authority,Personal
3765,Laurel Collins,No,Questioning Authority,Spammers
3766,Laurel Collins,No,Questioning Authority,Personal
3767,Laurel Collins,No,Questioning Authority,Spammers
3768,Laurel Collins,No,Neutral,Spammers
3769,Laurel Collins,No,Questioning Authority,Spammers
3770,Laurel Collins,No,Questioning Authority,Spammers
3771,Laurel Collins,No,Name-calling/Gender insults,Spammers
3772,Laurel Collins,Yes,Questioning Authority,Spammers
3773,Laurel Collins,No,Questioning Authority,Spammers
3774,Laurel Collins,No,Name-calling/Gender insults,Spammers
3775,Laurel Collins,No,Questioning Authority,Spammers
3776,Laurel Collins,No,Questioning Authority,Spammers
3777,Laurel Collins,No,Questioning Authority,Spammers
3778,Laurel Collins,No,Questioning Authority,Anonymous
3779,Laurel Collins,No,Questioning Authority,Spammers
3780,Laurel Collins,No,Name-calling/Gender insults,Personal
3781,Laurel Collins,No,Credible threats,Personal
3782,Laurel Collins,No,Questioning Authority,Spammers
3783,Laurel Collins,No,Questioning Authority,Anonymous
3784,Laurel Collins,No,Questioning Authority,Spammers
3785,Laurel Collins,No,Questioning Authority,Anonymous
3786,Laurel Collins,No,Questioning Authority,Spammers
3787,Laurel Collins,No,Neutral,Anonymous
3788,Laurel Collins,No,Positive,Personal
3789,Laurel Collins,No,Positive,Personal
3790,Laurel Collins,No,Questioning Authority,Spammers
3791,Laurel Collins,No,Neutral,Personal
3792,Laurel Collins,No,Questioning Authority,Anonymous
3793,Laurel Collins,No,Questioning Authority,Personal
3794,Laurel Collins,No,Name-calling/Gender insults,Spammers
3795,Laurel Collins,No,Questioning Authority,Anonymous
3796,Laurel Collins,No,Neutral,Personal
3797,Laurel Collins,No,Neutral,Personal
3798,Laurel Collins,No,Neutral,Personal
3799,Laurel Collins,No,Questioning Authority,Personal
3800,Laurel Collins,No,Questioning Authority,Anonymous
3801,Laurel Collins,Yes,Questioning Authority,Spammers
3802,Laurel Collins,Yes,Neutral,Spammers
3803,Laurel Collins,Yes,Questioning Authority,Spammers
3804,Laurel Collins,No,Questioning Authority,Anonymous
3805,Laurel Collins,No,Questioning Authority,Anonymous
3806,Laurel Collins,No,Questioning Authority,Anonymous
3807,Laurel Collins,No,Questioning Authority,Anonymous
3808,Laurel Collins,No,Questioning Authority,Anonymous
3809,Laurel Collins,No,Questioning Authority,Anonymous
3810,Laurel Collins,No,Name-calling/Gender insults,Spammers
3811,Laurel Collins,No,Questioning Authority,Spammers
3812,Laurel Collins,No,Questioning Authority,Spammers
3813,Laurel Collins,Yes,Questioning Authority,Personal
3814,Laurel Collins,Yes,Questioning Authority,Spammers
3815,Laurel Collins,Yes,Name-calling/Gender insults,Spammers
3816,Laurel Collins,No,Name-calling/Gender insults,Spammers
3817,Laurel Collins,No,Questioning Authority,Anonymous
3818,Laurel Collins,No,Questioning Authority,Anonymous
3819,Laurel Collins,No,Questioning Authority,Personal
3820,Laurel Collins,No,Questioning Authority,Personal
3821,Laurel Collins,No,Questioning Authority,Spammers
3822,Laurel Collins,No,Questioning Authority,Personal
3823,Laurel Collins,No,Questioning Authority,Professional
3824,Laurel Collins,No,Questioning Authority,Personal
3825,Laurel Collins,No,Questioning Authority,Personal
3826,Laurel Collins,No,Questioning Authority,Anonymous
3827,Laurel Collins,No,Name-calling/Gender insults,Spammers
3828,Laurel Collins,No,Questioning Authority,Spammers
3829,Laurel Collins,No,Name-calling/Gender insults,Spammers
3830,Laurel Collins,No,Questioning Authority,Anonymous
3831,Laurel Collins,No,Questioning Authority,Anonymous
3832,Laurel Collins,No,Questioning Authority,Anonymous
3833,Laurel Collins,No,Neutral,Anonymous
3834,Laurel Collins,No,Questioning Authority,Spammers
3835,Laurel Collins,No,Questioning Authority,Anonymous
3836,Laurel Collins,No,Questioning Authority,Spammers
3837,Laurel Collins,No,Questioning Authority,Spammers
3838,Laurel Collins,No,Questioning Authority,Spammers
3839,Laurel Collins,No,Questioning Authority,Anonymous
3840,Laurel Collins,No,Questioning Authority,Personal
3841,Laurel Collins,No,Name-calling/Gender insults,Spammers
3842,Laurel Collins,No,Name-calling/Gender insults,Spammers
3843,Laurel Collins,No,Questioning Authority,Spammers
3844,Laurel Collins,No,Vicious language,Anonymous
3845,Laurel Collins,No,Name-calling/Gender insults,Anonymous
3846,Laurel Collins,No,Questioning Authority,Anonymous
3847,Laurel Collins,No,Vicious language,Suspended/deleted
3848,Laurel Collins,Yes,Questioning Authority,Spammers
3849,Laurel Collins,No,Questioning Authority,Personal
3850,Laurel Collins,No,Questioning Authority,Personal
3851,Laurel Collins,No,Questioning Authority,Personal
3852,Laurel Collins,No,Neutral,Spammers
3853,Laurel Collins,No,Questioning Authority,Anonymous
3854,Laurel Collins,No,Questioning Authority,Anonymous
3855,Laurel Collins,No,Questioning Authority,Anonymous
3856,Laurel Collins,No,Name-calling/Gender insults,Personal
3857,Laurel Collins,No,Questioning Authority,Spammers
3858,Laurel Collins,No,Questioning Authority,Spammers
3859,Laurel Collins,No,Questioning Authority,Spammers
